name,lat,lon,provinsi,kabupaten,kecamatan
Sidomulyo,-7.0646854,112.107771,JawaTimur,Tuban,Plumpang
Sidodadi,-7.0776012,112.1091235,JawaTimur,Tuban,Plumpang
Bandungrejo,-7.0853582,112.1090676,JawaTimur,Tuban,Plumpang
Bangilan,-6.963672,111.7069467,JawaTimur,Tuban,Bangilan
Pulut,-6.9711032,111.7132976,JawaTimur,Tuban,Bangilan
Sambong Lombok,-6.9578413,111.7067631,JawaTimur,Tuban,Bangilan
Karang Tengah,-6.9653194,111.708393,JawaTimur,Tuban,Bangilan
Bancar,-6.7911676,111.7837823,JawaTimur,Tuban,Bancar
Bancar,-6.8107074,111.742023,JawaTimur,Tuban,Bancar
Badas,-7.7257629,112.2047681,JawaTimur,Kediri,Badas
Kandangan,-7.7498808,112.3277592,JawaTimur,Kediri,Kandangan
Tarokan,-7.7252743,111.9309234,JawaTimur,Kediri,Tarokan
Grogol,-7.7560794,111.9202299,JawaTimur,Kediri,Tarokan
Banyakan,-7.7864872,111.9186141,JawaTimur,Kediri,Banyakan
Kepung,-7.8437018,112.2698968,JawaTimur,Kediri,Kepung
Pare,-7.7846874,112.1769887,JawaTimur,Kediri,Pare
Semen,-7.8385533,111.9025932,JawaTimur,Kediri,Semen
Mojo,-7.9052387,111.8959638,JawaTimur,Kediri,Mojo
Bangunrejo,-7.100281,111.9459171,JawaTimur,Tuban,Soko
Rekul,-7.104695,111.9527153,JawaTimur,Tuban,Soko
Lambangan,-7.0987497,111.9413567,JawaTimur,Tuban,Soko
Banjar,-7.06391,112.1790115,JawaTimur,Tuban,Widang
Banjaragung,-7.0433309,112.046815,JawaTimur,Tuban,Rengel
Gumeng,-7.0434153,112.0430362,JawaTimur,Tuban,Rengel
Banjarjo,-7.0433309,112.0509571,JawaTimur,Tuban,Rengel
Paloh,-6.7926667,111.7909798,JawaTimur,Tuban,Bancar
Bancar,-6.7879456,111.7778795,JawaTimur,Tuban,Bancar
Tara'an,-6.9029367,112.0017132,JawaTimur,Tuban,Merakurak
Bakalan,-6.9154279,111.9951684,JawaTimur,Tuban,Merakurak
Karangrejo,-6.927762,111.9881041,JawaTimur,Tuban,Merakurak
Becok,-6.936122,111.9647837,JawaTimur,Tuban,Merakurak
Puncu,-7.8566272,112.2342306,JawaTimur,Kediri,Puncu
Beciro,-7.4132939,112.6394307,JawaTimur,Sidoarjo,Wonoayu
Ngengor,-7.4137007,112.6456503,JawaTimur,Sidoarjo,Wonoayu
Becirongengor,-7.4137007,112.642617,JawaTimur,Sidoarjo,Wonoayu
Doromukti,-6.90055,112.0574572,JawaTimur,Tuban,Tuban
Sidorejo,-6.9012728,112.0482364,JawaTimur,Tuban,Tuban
Ronggomulyo,-6.8947466,112.0532426,JawaTimur,Tuban,Tuban
Sidomulyo,-6.8949878,112.0603767,JawaTimur,Tuban,Tuban
Kebonsari,-6.9025027,112.0636976,JawaTimur,Tuban,Tuban
Meduran,-6.8919365,112.0616347,JawaTimur,Tuban,Tuban
Margomulyo,-7.3101306,111.4904176,JawaTimur,Bojonegoro,Margomulyo
Ngraho,-7.2555592,111.5404124,JawaTimur,Bojonegoro,Ngraho
Bubulan,-7.3171483,111.8357643,JawaTimur,Bojonegoro,Bubulan
Gondang,-7.404134,111.8399563,JawaTimur,Bojonegoro,Gondang
Temayang,-7.3573647,111.9228018,JawaTimur,Bojonegoro,Temayang
Kawatan,-6.8940002,112.0679269,JawaTimur,Tuban,Tuban
Mondokan Kidul,-6.8860844,112.0223783,JawaTimur,Tuban,Tuban
Watulumur,-6.896843,112.0597088,JawaTimur,Tuban,Tuban
Mekikis,-7.6051773,112.1137803,JawaTimur,Kediri,Purwoasri
Karangpakis,-7.6141169,112.1302283,JawaTimur,Kediri,Purwoasri
Muneng,-7.6218973,112.11368,JawaTimur,Kediri,Purwoasri
Merjoyo,-7.6152964,112.117153,JawaTimur,Kediri,Purwoasri
Purwodadi,-7.6317257,112.1126177,JawaTimur,Kediri,Purwoasri
Purwoasri,-7.643135,112.1044578,JawaTimur,Kediri,Purwoasri
Wonotengah,-7.6562726,112.1130594,JawaTimur,Kediri,Purwoasri
Pandansari,-7.6449134,112.1167061,JawaTimur,Kediri,Purwoasri
Mranggen,-7.6581776,112.0912342,JawaTimur,Kediri,Purwoasri
Pesing,-7.6648303,112.0997395,JawaTimur,Kediri,Purwoasri
Jantok,-7.6698352,112.1070583,JawaTimur,Kediri,Purwoasri
Ketawang,-7.6609955,112.1257184,JawaTimur,Kediri,Purwoasri
Blawe,-7.6490236,112.1290052,JawaTimur,Kediri,Purwoasri
Bulu,-7.6339217,112.1228121,JawaTimur,Kediri,Purwoasri
Belor,-7.6577462,112.1381724,JawaTimur,Kediri,Purwoasri
Tugu,-7.6388429,112.1371985,JawaTimur,Kediri,Purwoasri
Woromarto,-7.6244944,112.1382075,JawaTimur,Kediri,Purwoasri
Dayu,-7.6153338,112.1428439,JawaTimur,Kediri,Purwoasri
Klampitan,-7.6322091,112.1432091,JawaTimur,Kediri,Purwoasri
Dawuhan,-7.6161389,112.1508578,JawaTimur,Kediri,Purwoasri
Kempleng,-7.6253845,112.1583677,JawaTimur,Kediri,Purwoasri
Sumberjo,-7.6249574,112.1711696,JawaTimur,Kediri,Purwoasri
Mbrayo,-6.8952488,112.0718917,JawaTimur,Tuban,Tuban
Kemuning,-6.896158,112.0574637,JawaTimur,Tuban,Tuban
Sidomulyo,-7.6409404,112.1578672,JawaTimur,Kediri,Purwoasri
Mondokan Lor,-6.8830163,112.0235711,JawaTimur,Tuban,Tuban
Sukorame,-7.8036178,111.9801208,JawaTimur,KotaKediri,Mojoroto
Dermo,-7.7754818,112.003751,JawaTimur,KotaKediri,Mojoroto
Mrican,-7.7813887,111.9998154,JawaTimur,KotaKediri,Mojoroto
Gayam,-7.789724,111.9863379,JawaTimur,KotaKediri,Mojoroto
Mojoroto,-7.8030594,112.0007897,JawaTimur,KotaKediri,Mojoroto
Bujel,-7.7997217,111.9895641,JawaTimur,KotaKediri,Mojoroto
Ngampel,-7.793695,111.9955626,JawaTimur,KotaKediri,Mojoroto
Lirboyo,-7.8230723,111.9946417,JawaTimur,KotaKediri,Mojoroto
Campurejo,-7.8225881,111.9830802,JawaTimur,KotaKediri,Mojoroto
Pojok,-7.812162,111.9745164,JawaTimur,KotaKediri,Mojoroto
Tamanan,-7.8339545,111.9884488,JawaTimur,KotaKediri,Mojoroto
Banjarmlati,-7.8349148,111.9996273,JawaTimur,KotaKediri,Mojoroto
Bandar Kidul,-7.8301863,112.0005944,JawaTimur,KotaKediri,Mojoroto
Bandar Lor,-7.8185902,112.0029579,JawaTimur,KotaKediri,Mojoroto
Pocanan,-7.81253,112.0112867,JawaTimur,KotaKediri,KotaKediri
Semampir,-7.8003117,112.009572,JawaTimur,KotaKediri,Mojoroto
Balowerti,-7.8067465,112.0151795,JawaTimur,KotaKediri,KotaKediri
Setonogedong,-7.8167927,112.0120092,JawaTimur,KotaKediri,KotaKediri
Pakelan,-7.8171335,112.0107732,JawaTimur,KotaKediri,KotaKediri
Kemasan,-7.8188808,112.0158843,JawaTimur,KotaKediri,KotaKediri
Dandangan,-7.8086341,112.0215948,JawaTimur,KotaKediri,KotaKediri
Jagalan,-7.8207108,112.0154681,JawaTimur,KotaKediri,KotaKediri
Ringinanom,-7.8222578,112.0103907,JawaTimur,KotaKediri,KotaKediri
Setonopande,-7.8240603,112.0148473,JawaTimur,KotaKediri,KotaKediri
Kampung Dalem,-7.8267022,112.0133066,JawaTimur,KotaKediri,KotaKediri
Kaliombo,-7.8336745,112.0162998,JawaTimur,KotaKediri,KotaKediri
Ngadirejo,-7.8072966,112.0278373,JawaTimur,KotaKediri,KotaKediri
Banjaran,-7.8165553,112.0283575,JawaTimur,KotaKediri,KotaKediri
Jamsaren,-7.8224933,112.0206147,JawaTimur,KotaKediri,Pesantren
Singonegaran,-7.833041,112.024861,JawaTimur,KotaKediri,Pesantren
Tinalan,-7.8280594,112.0282406,JawaTimur,KotaKediri,Pesantren
Pakunden,-7.8270604,112.0236219,JawaTimur,KotaKediri,Pesantren
Tosaren,-7.8329363,112.024524,JawaTimur,KotaKediri,Pesantren
Ngronggo,-7.8426092,112.0202873,JawaTimur,KotaKediri,KotaKediri
Manisrenggo,-7.8504197,112.0078206,JawaTimur,KotaKediri,KotaKediri
Rejomulyo,-7.8512422,112.022225,JawaTimur,KotaKediri,KotaKediri
Burengan,-7.8230504,112.0341715,JawaTimur,KotaKediri,Pesantren
Kedungnoyo,-7.4875256,111.8784473,JawaTimur,Nganjuk,Rejoso
Krajan,-7.7326542,113.5044553,JawaTimur,Probolinggo,Paiton
Mojokencot,-7.6089622,112.5000863,JawaTimur,Mojokerto,Dlanggu
Pare,-7.7709326,112.1987601,JawaTimur,Kediri,Pare
Tempurejo,-7.8969195,112.1534314,JawaTimur,Kediri,Wates
Plosoklaten,-7.8734594,112.2047565,JawaTimur,Kediri,Plosoklaten
Gurah,-7.8225236,112.1097491,JawaTimur,Kediri,Gurah
Wates,-7.902602,112.1127867,JawaTimur,Kediri,Wates
Ngancar,-7.9396897,112.204043,JawaTimur,Kediri,Ngancar
Tulungrejo,-7.7568133,112.1893733,JawaTimur,Kediri,Pare
Pelem,-7.7623629,112.1688089,JawaTimur,Kediri,Pare
Tertek,-7.7722708,112.2138698,JawaTimur,Kediri,Pare
Alas Mlati,-7.1466976,111.7033083,JawaTimur,Bojonegoro,Kalitidu
Glondonggede,-6.7922569,111.8851155,,,
Merkawang,-6.8112053,111.8802804,JawaTimur,Tuban,Tambakboyo
Sawir,-6.815865,111.8665594,JawaTimur,Tuban,Tambakboyo
Sobontoro,-6.8029263,111.8614747,JawaTimur,Tuban,Tambakboyo
Kenanti,-6.8032276,111.849108,JawaTimur,Tuban,Tambakboyo
Tambakboyo,-6.8040108,111.8431544,JawaTimur,Tuban,Tambakboyo
Pabeyan,-6.807456,111.8359303,JawaTimur,Tuban,Tambakboyo
Gadon,-6.801788,111.828874,JawaTimur,Tuban,Tambakboyo
Dasin,-6.8210951,111.8483334,JawaTimur,Tuban,Tambakboyo
Klutuk,-6.8275929,111.8392302,JawaTimur,Tuban,Tambakboyo
Pulogede,-6.8094638,111.825716,JawaTimur,Tuban,Tambakboyo
Sotang,-6.8278957,111.8261543,JawaTimur,Tuban,Tambakboyo
